od,hora_do_dia,dia_da_semana,n_viagens
lincoln square west-midtown north,6,0,67
greenwich village south-yorkville east,13,0,9
lenox hill east-kips bay,3,0,2
midtown north-sunnyside,8,0,5
central park-soho,7,0,4
bedford-woodhaven,8,0,1
un/turtle bay south-woodside,20,0,1
gramercy-greenpoint,4,0,1
meatpacking/west village west-midtown center,8,0,64
richmond hill-north corona,12,0,1
jackson heights-elmhurst/maspeth,12,0,1
manhattanville-fort greene,18,0,1
east new york-baisley park,1,0,1
crown heights north-jfk airport,14,0,2
dumbo/vinegar hill-flatbush/ditmas park,9,0,1
greenpoint-soho,2,0,1
times sq/theatre district-prospect heights,20,0,6
penn station/madison sq west-prospect heights,16,0,1
east harlem south-flatiron,10,0,7
laguardia airport-far rockaway,19,0,2
world trade center-upper east side south,20,0,13
yorkville west-hudson sq,9,0,4
flatbush/ditmas park-flushing meadows-corona park,5,0,1
yorkville west-little italy/nolita,17,0,13
union sq-west chelsea/hudson yards,5,0,12
clinton east-meatpacking/west village west,10,0,44
battery park city-boerum hill,17,0,5
sunnyside-long island city/queens plaza,9,0,1
midtown east-union sq,17,0,378
auburndale-briarwood/jamaica hills,8,0,1
east chelsea-coney island,14,0,1
greenwich village south-prospect heights,2,0,7
east village-union sq,8,0,162
rockaway park-flatbush/ditmas park,8,0,1
queens village-lenox hill west,23,0,1
manhattan valley-woodhaven,16,0,1
astoria-jackson heights,13,0,6
battery park city-red hook,21,0,2
midtown east-downtown brooklyn/metrotech,5,0,1
lincoln square east-brownsville,21,0,1
laguardia airport-woodlawn/wakefield,13,0,3
east village-gramercy,18,0,280
carroll gardens-seaport,21,0,1
un/turtle bay south-hudson sq,10,0,9
lower east side-laguardia airport,18,0,5
kips bay-midwood,14,0,1
lenox hill west-manhattanville,3,0,1
yorkville west-williamsburg (south side),11,0,3
murray hill-williamsburg (north side),23,0,7
bushwick south-highbridge,18,0,1
sutton place/turtle bay north-kew gardens,18,0,3
astoria-briarwood/jamaica hills,15,0,1
south jamaica-midtown east,11,0,2
murray hill-midtown south,1,0,25
upper east side north-dumbo/vinegar hill,17,0,3
clinton east-rego park,22,0,6
brownsville-east harlem north,6,0,1
east elmhurst-gramercy,23,0,8
un/turtle bay south-little italy/nolita,22,0,22
world trade center-yorkville west,5,0,1
midtown east-fort greene,19,0,5
chinatown-two bridges/seward park,17,0,15
greenwich village north-yorkville west,8,0,8
flatbush/ditmas park-long island city/hunters point,14,0,1
manhattanville-cambria heights,20,0,1
lenox hill west-soho,10,0,14
alphabet city-parkchester,2,0,1
mariners harbor-westerleigh,18,0,2
jfk airport-south williamsburg,16,0,11
yorkville west-sutton place/turtle bay north,8,0,145
manhattanville-kips bay,7,0,1
erasmus-crown heights north,4,0,1
flatiron-east harlem north,8,0,1
central harlem north-laguardia airport,10,0,3
hamilton heights-spuyten duyvil/kingsbridge,9,0,1
bensonhurst west-un/turtle bay south,11,0,1
clinton east-morningside heights,1,0,21
world trade center-central harlem,6,0,1
midtown south-battery park city,19,0,54
east chelsea-baisley park,17,0,2
boerum hill-astoria,12,0,1
laguardia airport-sutton place/turtle bay north,22,0,111
kips bay-brownsville,0,0,2
starrett city-starrett city,20,0,1
upper east side south-financial district north,18,0,42
east harlem south-west concourse,11,0,2
yorkville west-inwood hill park,13,0,1
union sq-battery park city,7,0,30
canarsie-canarsie,3,0,2
clinton east-bay terrace/fort totten,10,0,1
lincoln square west-soho,0,0,2
long island city/queens plaza-midtown east,7,0,5
longwood-longwood,11,0,3
west chelsea/hudson yards-east harlem south,18,0,12
world trade center-west village,2,0,5
chinatown-kips bay,17,0,1
west village-fordham south,21,0,1
laguardia airport-crotona park,0,0,1
midtown south-lenox hill west,5,0,5
battery park city-east chelsea,0,0,6
upper west side south-times sq/theatre district,17,0,324
hudson sq-long island city/hunters point,19,0,2
east chelsea-windsor terrace,0,0,3
cobble hill-park slope,23,0,1
woodlawn/wakefield-east harlem north,7,0,5
kips bay-financial district north,16,0,40
upper west side south-west village,18,0,58
jfk airport-briarwood/jamaica hills,9,0,20
fort greene-bay ridge,1,0,1
east elmhurst-jamaica,16,0,2
yorkville west-bedford,1,0,1
penn station/madison sq west-east tremont,1,0,1
east concourse/concourse village-hamilton heights,21,0,1
times sq/theatre district-seaport,5,0,1
lower east side-lincoln square east,13,0,10
west village-central park,21,0,20
midtown south-rego park,0,0,1
upper east side south-long island city/queens plaza,12,0,5
midtown south-greenwich village south,10,0,43
east village-elmhurst,23,0,5
central harlem-mount hope,20,0,1
upper east side south-midtown south,4,0,3
hillcrest/pomonok-briarwood/jamaica hills,14,0,2
pelham parkway-soundview/castle hill,8,0,1
midtown center-inwood hill park,11,0,1
soundview/castle hill-east tremont,8,0,2
times sq/theatre district-sheepshead bay,17,0,1
kips bay-greenpoint,15,0,2
battery park city-kips bay,8,0,16
mount hope-claremont/bathgate,15,0,1
lincoln square west-maspeth,16,0,1
lincoln square east-crown heights north,17,0,1
midtown center-brooklyn heights,17,0,28
east harlem north-lenox hill west,14,0,12
central harlem north-schuylerville/edgewater park,18,0,1
un/turtle bay south-dumbo/vinegar hill,14,0,4
gramercy-springfield gardens north,23,0,1
west concourse-midtown south,18,0,1
clinton west-washington heights north,12,0,1
upper east side north-world trade center,19,0,6
east harlem north-greenwich village south,22,0,2
park slope-downtown brooklyn/metrotech,15,0,3
east harlem north-upper west side north,8,0,24
lincoln square west-stuy town/peter cooper village,9,0,2
sutton place/turtle bay north-long island city/queens plaza,7,0,2
greenwich village north-prospect park,23,0,1
homecrest-howard beach,21,0,1
yorkville east-central harlem north,16,0,12
un/turtle bay south-two bridges/seward park,5,0,1
bushwick south-bushwick south,18,0,3
penn station/madison sq west-two bridges/seward park,0,0,17
jfk airport-seaport,19,0,32
lincoln square west-east village,14,0,5
clinton hill-canarsie,10,0,1
morningside heights-hamilton heights,7,0,3
bloomingdale-greenwich village north,0,0,1
midtown south-upper east side north,9,0,69
rego park-east tremont,15,0,1
stuyvesant heights-co-op city,7,0,1
east elmhurst-college point,23,0,2
highbridge-crown heights south,7,0,1
south jamaica-lenox hill east,12,0,1
gramercy-bloomingdale,0,0,5
east chelsea-seaport,17,0,28
van cortlandt village-crotona park east,9,0,1
park slope-corona,22,0,1
murray hill-queensbridge/ravenswood,11,0,2
old astoria-bayside,21,0,1
murray hill-midtown center,1,0,15
laguardia airport-yorkville west,10,0,129
union sq-downtown brooklyn/metrotech,1,0,1
manhattan beach-financial district north,8,0,2
flushing meadows-corona park-murray hill,7,0,1
financial district north-morningside heights,18,0,6
howard beach-howard beach,15,0,4
williamsbridge/olinville-co-op city,18,0,1
east harlem south-lincoln square west,2,0,1
midtown south-red hook,16,0,1
maspeth-south ozone park,10,0,1
lenox hill east-midwood,17,0,2
astoria-laguardia airport,21,0,1
alphabet city-midwood,16,0,2
east chelsea-williamsburg (north side),22,0,32
west village-alphabet city,3,0,14
east new york/pennsylvania avenue-starrett city,5,0,1
pelham bay-far rockaway,11,0,1
midtown center-east elmhurst,18,0,1
greenwich village north-kingsbridge heights,22,0,1
east chelsea-bedford park,15,0,2
tribeca/civic center-clinton east,9,0,23
clinton east-battery park city,0,0,33
lower east side-upper east side north,5,0,3
east harlem south-mount hope,22,0,2
garment district-tribeca/civic center,2,0,6
lenox hill west-woodhaven,15,0,1
stuy town/peter cooper village-jfk airport,8,0,5
jfk airport-inwood,23,0,31
mount hope-inwood,5,0,1
hudson sq-soho,17,0,23
brownsville-ozone park,6,0,1
queensboro hill-murray hill-queens,11,0,1
auburndale-south ozone park,16,0,1
park slope-tribeca/civic center,13,0,3
sunnyside-union sq,10,0,1
battery park-cobble hill,11,0,1
kips bay-laguardia airport,0,0,2
lincoln square west-red hook,11,0,2
greenwich village south-crown heights south,7,0,1
lincoln square west-seaport,22,0,3
penn station/madison sq west-midtown north,1,0,39
lincoln square west-mott haven/port morris,1,0,1
laguardia airport-greenwich village south,0,0,11
forest hills-corona,15,0,1
world trade center-west village,5,0,1
dumbo/vinegar hill-east village,15,0,3
midtown center-bedford,21,0,5
jfk airport-springfield gardens north,23,0,47
elmhurst/maspeth-elmhurst/maspeth,15,0,1
garment district-springfield gardens north,20,0,1
midtown south-longwood,21,0,2
seaport-seaport,15,0,5
world trade center-midtown east,10,0,23
union sq-sunset park west,12,0,3
financial district south-upper west side north,7,0,1
steinway-astoria,11,0,4
clinton west-hillcrest/pomonok,21,0,1
flatiron-flatiron,11,0,86
seaport-soho,8,0,3
east new york-financial district north,5,0,1
bushwick south-sunset park west,11,0,1
university heights/morris heights-norwood,8,0,1
central park-east village,10,0,18
penn station/madison sq west-lower east side,3,0,8
lenox hill east-financial district south,0,0,1
upper west side north-meatpacking/west village west,12,0,18
lower east side-manhattan beach,11,0,1
meatpacking/west village west-hudson sq,12,0,36
fort greene-canarsie,9,0,1
times sq/theatre district-kips bay,5,0,2
jfk airport-westchester village/unionport,15,0,3
flatbush/ditmas park-east chelsea,13,0,1
garment district-meatpacking/west village west,15,0,46
east chelsea-central harlem,22,0,47
midtown center-steinway,2,0,1
jfk airport-east flatbush/farragut,14,0,16
fort greene-windsor terrace,20,0,1
washington heights north-inwood,11,0,1
kingsbridge heights-lenox hill east,16,0,3
little italy/nolita-boerum hill,14,0,1
boerum hill-bushwick south,9,0,3
east chelsea-upper east side north,16,0,111
riverdale/north riverdale/fieldston-flatlands,7,0,1
chinatown-times sq/theatre district,12,0,7
east chelsea-mott haven/port morris,18,0,1
financial district south-east village,21,0,51
east elmhurst-allerton/pelham gardens,9,0,1
meatpacking/west village west-long island city/queens plaza,19,0,1
clinton west-east williamsburg,8,0,1
un/turtle bay south-upper west side north,12,0,17
midtown east-clinton east,2,0,17
east village-penn station/madison sq west,10,0,68
un/turtle bay south-sunnyside,11,0,4
laguardia airport-greenwich village south,21,0,32
clinton hill-little italy/nolita,15,0,1
manhattan valley-lincoln square east,11,0,144
sutton place/turtle bay north-longwood,15,0,3
upper east side north-times sq/theatre district,21,0,80
east harlem south-financial district north,17,0,6
boerum hill-east new york,23,0,3
hudson sq-upper east side north,17,0,16
upper east side north-bay ridge,9,0,1
east chelsea-hamilton heights,1,0,8
bedford park-east chelsea,8,0,4
carroll gardens-greenwich village north,13,0,1
east concourse/concourse village-manhattanville,9,0,1
penn station/madison sq west-oakland gardens,11,0,2
pelham parkway-east new york,18,0,1
crown heights north-williamsburg (north side),10,0,1
penn station/madison sq west-yorkville east,18,0,106
mott haven/port morris-co-op city,14,0,5
bedford-greenwich village north,7,0,2
prospect-lefferts gardens-laguardia airport,6,0,1
laguardia airport-crotona park east,18,0,4
times sq/theatre district-steinway,17,0,4
yorkville west-east village,6,0,10
east harlem south-seaport,22,0,3
murray hill-springfield gardens south,16,0,1
east chelsea-ridgewood,12,0,1
hillcrest/pomonok-woodside,20,0,1
kips bay-west farms/bronx river,17,0,1
co-op city-richmond hill,20,0,1
flatiron-steinway,4,0,1
greenwich village south-long island city/hunters point,21,0,13
washington heights south-riverdale/north riverdale/fieldston,21,0,1
gramercy-midtown north,9,0,81
maspeth-un/turtle bay south,21,0,2
laguardia airport-jfk airport,14,0,183
seaport-two bridges/seward park,2,0,1
greenwich village north-battery park city,21,0,40
battery park city-sutton place/turtle bay north,17,0,41
sunnyside-east flatbush/remsen village,18,0,1
stuyvesant heights-tribeca/civic center,13,0,3
alphabet city-battery park city,7,0,7
jackson heights-upper west side north,15,0,1
hudson sq-upper west side north,20,0,21
west chelsea/hudson yards-midtown south,6,0,9
financial district north-murray hill,2,0,5
manhattan valley-midtown east,7,0,38
sunnyside-kips bay,10,0,2
east new york-east new york/pennsylvania avenue,17,0,1
seaport-madison,23,0,1
little italy/nolita-upper west side north,19,0,10
murray hill-laguardia airport,1,0,2
greenwich village south-kips bay,21,0,91
midtown south-nan,16,0,1
lenox hill west-kips bay,22,0,93
upper west side south-brighton beach,9,0,1
lincoln square east-van cortlandt village,8,0,1
hamilton heights-highbridge park,12,0,1
midtown east-upper east side north,9,0,267
upper east side south-garment district,8,0,74
chinatown-flushing,2,0,1
greenwich village north-midtown center,21,0,80
brooklyn heights-lincoln square west,20,0,1
two bridges/seward park-lenox hill east,19,0,9
upper west side south-laguardia airport,17,0,51
east elmhurst-bushwick south,21,0,4
baisley park-east village,0,0,1
flushing-long island city/hunters point,14,0,1
east chelsea-garment district,21,0,97
east harlem north-midtown south,17,0,5
penn station/madison sq west-fort greene,6,0,2
jfk airport-university heights/morris heights,22,0,15
south jamaica-south jamaica,7,0,1
east flatbush/remsen village-east new york,8,0,5
penn station/madison sq west-oakland gardens,20,0,1
world trade center-battery park city,22,0,17
stuy town/peter cooper village-gramercy,1,0,5
downtown brooklyn/metrotech-hamilton heights,16,0,1
flatiron-upper west side south,9,0,20
sutton place/turtle bay north-downtown brooklyn/metrotech,15,0,2
hammels/arverne-bay ridge,5,0,1
laguardia airport-south williamsburg,22,0,1
downtown brooklyn/metrotech-east new york,12,0,1
sutton place/turtle bay north-greenpoint,6,0,1
yorkville east-central park,1,0,3
greenwich village north-meatpacking/west village west,14,0,71
forest hills-midtown center,5,0,2
upper east side south-midtown south,9,0,166
lenox hill west-lenox hill west,3,0,17
east tremont-mott haven/port morris,8,0,1
bloomingdale-midtown center,22,0,3
lincoln square east-lincoln square east,3,0,12
meatpacking/west village west-battery park city,5,0,6
greenwich village south-lower east side,11,0,14
kips bay-carroll gardens,0,0,1
penn station/madison sq west-bay ridge,13,0,4
inwood-washington heights north,11,0,3
stuy town/peter cooper village-seaport,14,0,1
clinton east-fort greene,2,0,1
union sq-co-op city,23,0,1
un/turtle bay south-hudson sq,17,0,15
penn station/madison sq west-meatpacking/west village west,16,0,101
meatpacking/west village west-midtown east,17,0,50
elmhurst/maspeth-woodside,12,0,1
lower east side-inwood,22,0,2
yorkville west-world trade center,0,0,5
un/turtle bay south-jackson heights,14,0,2
midtown north-heartland village/todt hill,16,0,1
melrose south-williamsbridge/olinville,0,0,1
astoria-steinway,3,0,2
east chelsea-laguardia airport,4,0,17
long island city/hunters point-bushwick north,1,0,1
jfk airport-marine park/floyd bennett field,20,0,16
spuyten duyvil/kingsbridge-baisley park,13,0,1
lincoln square west-crotona park east,23,0,1
clinton hill-fort greene,13,0,2
little italy/nolita-battery park,21,0,2
two bridges/seward park-upper west side north,21,0,2
midtown east-penn station/madison sq west,6,0,105
tribeca/civic center-hudson sq,17,0,102
laguardia airport-co-op city,11,0,5
east elmhurst-jamaica estates,14,0,5
east harlem south-soundview/castle hill,7,0,1
murray hill-prospect-lefferts gardens,20,0,2
allerton/pelham gardens-brooklyn heights,9,0,1
manhattan valley-inwood,8,0,1
midtown north-greenpoint,22,0,31
madison-east new york,12,0,1
west chelsea/hudson yards-clinton west,6,0,5
world trade center-fort greene,17,0,1
murray hill-bushwick south,21,0,7
laurelton-financial district north,18,0,1
midtown center-lenox hill west,18,0,687
morningside heights-washington heights south,8,0,36
greenwich village north-un/turtle bay south,7,0,14
lenox hill east-times sq/theatre district,7,0,53
east concourse/concourse village-upper west side north,11,0,2
corona-glen oaks,7,0,1
lenox hill east-two bridges/seward park,2,0,1
co-op city-morrisania/melrose,18,0,1
west chelsea/hudson yards-morningside heights,12,0,8
rego park-kew gardens,13,0,1
central park-central harlem north,15,0,17
seaport-prospect heights,21,0,1
riverdale/north riverdale/fieldston-spuyten duyvil/kingsbridge,15,0,1
times sq/theatre district-bronx park,8,0,2
prospect-lefferts gardens-gramercy,9,0,4
flatiron-bushwick south,8,0,2
fort greene-laguardia airport,14,0,2
manhattan valley-crown heights north,18,0,1
williamsburg (south side)-greenwich village north,19,0,2
midtown north-kingsbridge heights,23,0,1
garment district-steinway,4,0,1
west farms/bronx river-flushing meadows-corona park,22,0,1
washington heights north-spuyten duyvil/kingsbridge,21,0,1
lower east side-stuyvesant heights,21,0,5
financial district north-east harlem north,20,0,6
springfield gardens north-williamsbridge/olinville,16,0,1
garment district-forest hills,21,0,1
chinatown-yorkville west,18,0,6
east harlem north-manhattan valley,23,0,7
midtown south-marine park/mill basin,14,0,2
east chelsea-midtown east,6,0,31
little italy/nolita-lincoln square west,3,0,8
lenox hill east-un/turtle bay south,12,0,166
sutton place/turtle bay north-lenox hill east,11,0,318
murray hill-brooklyn heights,20,0,23
jfk airport-fordham south,21,0,1
crown heights north-laguardia airport,6,0,9
south jamaica-east new york,9,0,2
east concourse/concourse village-soundview/castle hill,10,0,2
cypress hills-cypress hills,22,0,1
kips bay-seaport,12,0,9
union sq-upper east side north,17,0,174
central park-midtown south,16,0,144
penn station/madison sq west-bushwick south,0,0,5
west chelsea/hudson yards-hamilton heights,18,0,10
east chelsea-bedford,18,0,5
midtown center-columbia street,15,0,3
penn station/madison sq west-claremont/bathgate,11,0,1
upper east side south-upper west side north,1,0,18
old astoria-woodside,14,0,2
hamilton heights-brooklyn heights,22,0,1
west village-penn station/madison sq west,21,0,295
yorkville east-inwood,15,0,1
coney island-lenox hill east,1,0,1
east flatbush/remsen village-murray hill,6,0,2
penn station/madison sq west-flushing,10,0,1
riverdale/north riverdale/fieldston-upper east side north,7,0,1
west chelsea/hudson yards-gowanus,16,0,2
flatbush/ditmas park-garment district,16,0,1
midwood-starrett city,16,0,1
upper east side south-kensington,17,0,2
central park-long island city/hunters point,9,0,4
manhattan valley-upper east side south,14,0,73
union sq-williamsburg (north side),9,0,3
cobble hill-financial district north,17,0,1
erasmus-park slope,8,0,1
kips bay-hamilton heights,15,0,6
lenox hill west-corona,1,0,1
laguardia airport-clinton hill,19,0,42
east village-murray hill,23,0,423
west village-murray hill,6,0,33
financial district south-seaport,10,0,3
elmhurst-astoria,23,0,1
financial district south-coney island,8,0,1
jfk airport-bensonhurst west,15,0,26
tribeca/civic center-downtown brooklyn/metrotech,18,0,11
crown heights south-boerum hill,10,0,4
williamsburg (south side)-lenox hill east,6,0,1
murray hill-newark airport,17,0,12
dumbo/vinegar hill-boerum hill,2,0,1
chinatown-manhattan valley,13,0,2
clinton hill-red hook,10,0,1
financial district north-boerum hill,8,0,4
elmhurst-east elmhurst,15,0,1
murray hill-randalls island,13,0,2
hudson sq-yorkville west,20,0,11
jfk airport-claremont/bathgate,18,0,2
central harlem-clinton west,10,0,8
seaport-hudson sq,14,0,2
sutton place/turtle bay north-midtown east,12,0,265
meatpacking/west village west-seaport,10,0,4
midtown east-jfk airport,3,0,7
upper east side south-hudson sq,11,0,31
financial district south-middle village,3,0,1
steinway-upper east side south,11,0,2
kips bay-upper west side south,11,0,10
clinton west-murray hill,8,0,39
clinton east-flatiron,5,0,11
astoria-central park,6,0,1
battery park-garment district,10,0,1
financial district south-west village,18,0,23
canarsie-midwood,8,0,1
east elmhurst-garment district,20,0,12
east chelsea-battery park city,23,0,72
crown heights south-clinton hill,8,0,2
garment district-bensonhurst west,19,0,1
ocean hill-central harlem north,8,0,3
bellerose-elmhurst/maspeth,13,0,1
seaport-laguardia airport,23,0,3
yorkville west-midtown center,6,0,156
west village-morningside heights,13,0,5
midtown center-flatiron,12,0,121
upper west side north-central harlem,17,0,99
baisley park-midtown north,19,0,2
flatiron-cobble hill,19,0,2
williamsburg (south side)-bedford,16,0,1
canarsie-queensboro hill,7,0,1
union sq-east harlem south,2,0,5
laguardia airport-van nest/morris park,11,0,8
murray hill-columbia street,19,0,5
prospect heights-upper east side north,20,0,1
two bridges/seward park-sunset park east,20,0,1
flatlands-canarsie,9,0,6
sutton place/turtle bay north-morningside heights,3,0,1
alphabet city-upper west side north,8,0,2
yorkville west-gramercy,13,0,38
midtown center-yorkville east,6,0,7
bedford-corona,12,0,2
tribeca/civic center-midtown east,14,0,62
woodhaven-woodhaven,13,0,1
central harlem-financial district north,5,0,1
midtown south-bloomingdale,22,0,15
soho-upper west side south,2,0,4
soho-lincoln square east,19,0,19
downtown brooklyn/metrotech-east new york,15,0,1
crown heights north-midtown east,13,0,1
jfk airport-steinway,0,0,44
rosedale-hollis,0,0,1
jfk airport-williamsburg (south side),18,0,71
park slope-crown heights north,13,0,2
tribeca/civic center-springfield gardens north,6,0,1
sutton place/turtle bay north-boerum hill,19,0,2
penn station/madison sq west-bensonhurst east,17,0,1
ozone park-heartland village/todt hill,19,0,1
hamilton heights-jfk airport,18,0,2
world trade center-east chelsea,17,0,65
world trade center-springfield gardens south,10,0,2
claremont/bathgate-stuyvesant heights,7,0,1
mott haven/port morris-bay terrace/fort totten,18,0,1
jfk airport-flatiron,9,0,53
upper east side south-greenwich village north,1,0,6
cypress hills-stuy town/peter cooper village,16,0,1
corona-two bridges/seward park,15,0,1
upper west side south-central harlem,23,0,69
washington heights south-east harlem south,10,0,7
hamilton heights-lincoln square east,8,0,19
jfk airport-rosedale,21,0,42
jfk airport-steinway,19,0,36
midtown east-park slope,11,0,3
co-op city-queens village,8,0,1
bensonhurst east-bensonhurst west,15,0,2
lincoln square east-morningside heights,4,0,5
little italy/nolita-east concourse/concourse village,14,0,1
greenpoint-greenpoint,7,0,1
long island city/hunters point-lower east side,11,0,1
lenox hill east-ocean parkway south,23,0,1
east harlem north-little italy/nolita,8,0,2
flatbush/ditmas park-washington heights south,11,0,1
world trade center-upper west side north,21,0,4
east harlem north-highbridge,17,0,2
two bridges/seward park-brighton beach,9,0,1
corona-yorkville west,11,0,1
east harlem south-morningside heights,9,0,26
world trade center-prospect-lefferts gardens,21,0,1
clinton east-bushwick north,0,0,1
soundview/bruckner-bedford park,9,0,1
rego park-forest hills,23,0,2
financial district south-hudson sq,18,0,3
upper west side south-crown heights north,13,0,1
midtown north-boerum hill,16,0,1
financial district south-upper east side north,20,0,14
seaport-sunset park west,20,0,1
west concourse-two bridges/seward park,23,0,1
flatiron-kips bay,4,0,8
west chelsea/hudson yards-mott haven/port morris,3,0,1
penn station/madison sq west-stuyvesant heights,18,0,2
long island city/hunters point-dumbo/vinegar hill,10,0,1
boerum hill-stuyvesant heights,16,0,1
financial district south-meatpacking/west village west,10,0,7
west village-upper west side south,17,0,60
midtown south-greenwich village south,16,0,78
west chelsea/hudson yards-laguardia airport,0,0,3
financial district north-upper west side south,8,0,6
east williamsburg-lower east side,20,0,1
central park-belmont,13,0,1
lenox hill east-woodlawn/wakefield,15,0,2
sutton place/turtle bay north-east new york,7,0,1
williamsburg (north side)-astoria,1,0,6
astoria-flushing,14,0,1
lincoln square west-elmhurst,20,0,1
soho-central harlem north,1,0,1
penn station/madison sq west-jfk airport,1,0,4
west village-central park,20,0,22
williamsburg (north side)-lenox hill east,10,0,2
laguardia airport-east chelsea,6,0,2
financial district south-garment district,19,0,10
jackson heights-east elmhurst,17,0,3
battery park city-east village,15,0,41
midtown north-meatpacking/west village west,2,0,1
washington heights south-east harlem south,9,0,2
soho-lincoln square west,7,0,2
world trade center-alphabet city,0,0,5
lower east side-un/turtle bay south,11,0,14
world trade center-williamsburg (north side),15,0,1
union sq-melrose south,4,0,1
garment district-central harlem,23,0,13
midtown center-financial district north,0,0,23
upper east side south-allerton/pelham gardens,15,0,1
hudson sq-yorkville west,16,0,8
co-op city-east flatbush/remsen village,10,0,1
crown heights north-sunnyside,17,0,3
east flatbush/farragut-east new york/pennsylvania avenue,5,0,1
midtown south-bushwick north,12,0,2
washington heights south-clinton west,19,0,2
co-op city-garment district,14,0,1
west chelsea/hudson yards-randalls island,14,0,2
east chelsea-upper east side north,11,0,75
central harlem north-east tremont,4,0,1
meatpacking/west village west-bloomingdale,18,0,4
woodside-woodside,23,0,11
greenwich village south-upper east side north,23,0,102
east flatbush/remsen village-hamilton heights,13,0,1
cobble hill-hudson sq,18,0,1
times sq/theatre district-randalls island,12,0,2
kew gardens-astoria,11,0,2
park slope-jfk airport,14,0,2
murray hill-inwood,13,0,2
kips bay-hudson sq,15,0,7
upper west side south-sunset park west,22,0,1
soho-greenwich village south,1,0,25
laguardia airport-allerton/pelham gardens,11,0,3
east harlem north-penn station/madison sq west,17,0,3
stuy town/peter cooper village-hudson sq,9,0,1
union sq-ridgewood,12,0,1
times sq/theatre district-soho,21,0,81
midtown north-un/turtle bay south,21,0,133
penn station/madison sq west-bushwick north,0,0,4
hammels/arverne-ocean hill,16,0,1
clinton east-university heights/morris heights,18,0,1
midtown east-sunset park east,11,0,1
alphabet city-dumbo/vinegar hill,7,0,1
penn station/madison sq west-long island city/hunters point,1,0,6
laguardia airport-prospect heights,1,0,3
west village-williamsburg (north side),17,0,8
manhattan valley-astoria,14,0,3
washington heights south-central harlem north,14,0,7
lower east side-midtown south,10,0,15
erasmus-east new york,7,0,3
clinton west-tribeca/civic center,10,0,15
financial district south-midtown north,22,0,6
central harlem-van cortlandt park,23,0,1
park slope-mott haven/port morris,1,0,1
east village-west village,4,0,31
marine park/floyd bennett field-carroll gardens,22,0,1
greenwich village south-newark airport,21,0,1
morningside heights-long island city/hunters point,11,0,1
east elmhurst-murray hill,0,0,14
fort greene-bushwick south,14,0,2
elmhurst-midtown north,15,0,1
brooklyn heights-upper west side north,14,0,1
clinton east-bensonhurst west,20,0,2
jfk airport-brooklyn navy yard,23,0,1
clinton east-bellerose,17,0,1
norwood-brighton beach,12,0,1
midtown east-kensington,23,0,2
midtown north-manhattan valley,20,0,95
south jamaica-clinton hill,17,0,3
central park-upper west side north,23,0,67
yorkville west-midtown center,23,0,40
kips bay-murray hill,12,0,163
richmond hill-kew gardens,11,0,1
penn station/madison sq west-flatiron,7,0,123
stuy town/peter cooper village-murray hill,13,0,16
central park-tribeca/civic center,17,0,44
south ozone park-hillcrest/pomonok,6,0,3
yorkville west-lincoln square east,6,0,47
central park-union sq,21,0,36
long island city/hunters point-rego park,21,0,1
east new york-bushwick south,8,0,1
midtown north-newark airport,10,0,44
clinton east-midtown center,12,0,216
midtown north-penn station/madison sq west,5,0,17
parkchester-east harlem north,7,0,1
upper west side south-lower east side,9,0,13
east chelsea-seaport,19,0,17
garment district-east flatbush/farragut,20,0,1
greenwich village south-little italy/nolita,3,0,31
world trade center-bedford,11,0,1
battery park city-lenox hill east,6,0,3
prospect-lefferts gardens-east new york,14,0,3
manhattanville-upper west side south,14,0,9
east village-stuyvesant heights,2,0,9
sutton place/turtle bay north-prospect heights,11,0,1
jfk airport-morningside heights,4,0,3
clinton hill-penn station/madison sq west,21,0,1
long island city/queens plaza-seaport,13,0,1
upper east side north-east new york,15,0,1
fort greene-clinton east,6,0,2
lenox hill east-elmhurst,8,0,1
yorkville east-upper west side north,18,0,96
upper east side south-bloomingdale,15,0,33
williamsburg (north side)-bedford,3,0,2
washington heights south-mott haven/port morris,15,0,1
morningside heights-lenox hill west,4,0,1
park slope-clinton west,21,0,1
sunnyside-garment district,16,0,1
east tremont-little italy/nolita,12,0,1
long island city/hunters point-borough park,8,0,1
rego park-stuyvesant heights,22,0,1
murray hill-clinton west,2,0,7
garment district-jamaica,18,0,1
coney island-murray hill,17,0,1
east elmhurst-bloomingdale,11,0,2
murray hill-east concourse/concourse village,19,0,1
lincoln square west-little italy/nolita,10,0,10
hamilton heights-alphabet city,17,0,2
cypress hills-flatlands,9,0,1
sunnyside-midtown east,0,0,2
upper east side south-long island city/queens plaza,20,0,4
upper east side north-gramercy,3,0,1
midtown center-west chelsea/hudson yards,8,0,175
tribeca/civic center-sutton place/turtle bay north,15,0,32
upper east side south-west concourse,14,0,3
dumbo/vinegar hill-yorkville west,10,0,1
midtown north-briarwood/jamaica hills,20,0,1
east harlem north-bloomingdale,3,0,2
west chelsea/hudson yards-nan,0,0,1
hudson sq-manhattan valley,14,0,8
pelham bay park-co-op city,19,0,1
midtown south-flatbush/ditmas park,15,0,4
clinton east-murray hill,20,0,173
prospect heights-east village,10,0,2
penn station/madison sq west-bedford,7,0,2
morningside heights-garment district,9,0,5
greenwich village south-world trade center,14,0,14
laguardia airport-hamilton heights,2,0,1
ocean hill-park slope,9,0,1
clinton hill-gramercy,8,0,1
